Injection,ImageIndex,Top_1,Top_2,Top_3,Top_4,Top_5,Golden,Bit,NoChange
48,32,4,8,2,9,6,4,17,False
48,33,5,6,4,3,2,5,17,False
48,34,9,0,1,8,7,9,17,False
48,35,3,2,1,8,9,2,17,False
48,36,4,7,5,3,6,4,17,False
48,37,1,9,0,8,3,1,17,False
48,38,9,1,8,6,3,9,17,False
48,39,5,4,2,6,3,5,17,False
48,40,4,2,7,0,9,4,17,False
48,41,6,3,5,1,2,6,17,False
48,42,5,3,7,2,1,5,17,False
48,43,6,2,5,3,8,6,17,False
48,44,0,1,7,9,2,0,17,False
48,45,9,1,0,3,7,9,17,False
48,46,3,6,5,4,2,3,17,False
48,47,9,8,1,0,3,9,17,False
48,48,7,5,4,1,3,7,17,False
48,49,6,0,7,4,5,6,17,False
48,50,9,1,0,3,8,9,17,False
48,51,8,4,6,9,7,8,17,False
48,52,2,7,3,0,1,0,17,False
48,53,3,5,6,4,2,3,17,False
48,54,8,0,1,9,4,8,17,False
48,55,8,9,2,0,5,8,17,False
48,56,7,5,3,2,4,7,17,False
48,57,7,3,5,6,9,7,17,False
48,58,5,7,4,2,3,4,17,False
48,59,3,5,6,1,0,6,17,False
48,60,7,5,3,4,1,7,17,False
48,61,5,3,6,7,4,3,17,False
48,62,3,1,9,2,5,3,17,False
48,63,2,6,4,9,7,2,17,False
48,64,1,8,9,0,6,1,17,False
48,65,2,0,1,6,9,2,17,False
48,66,3,7,1,8,9,3,17,False
48,67,7,4,2,5,9,7,17,False
48,68,2,5,4,3,7,2,17,False
48,69,8,0,4,9,1,8,17,False
48,70,8,0,1,7,9,8,17,False
48,71,0,9,1,7,8,0,17,False
48,72,2,6,0,9,4,2,17,False
48,73,9,0,2,7,1,9,17,False
48,74,3,5,1,0,7,3,17,False
48,75,3,5,7,6,4,3,17,False
48,76,8,0,4,7,9,8,17,False
48,77,1,9,0,6,3,1,17,False
48,78,1,9,5,4,8,1,17,False
48,79,7,5,4,2,8,7,17,False
48,80,2,3,6,4,7,2,17,False
48,81,5,7,9,3,2,5,17,False
48,82,2,3,7,5,9,2,17,False
48,83,7,3,4,0,9,7,17,False
48,84,0,1,4,8,9,0,17,False
48,85,3,6,2,5,1,3,17,False
48,86,4,7,5,2,3,4,17,False
48,87,0,2,8,6,4,0,17,False
48,88,0,2,6,9,1,0,17,False
48,89,4,7,5,3,2,4,17,False
48,90,5,4,7,3,8,5,17,False
48,91,1,9,7,8,3,1,17,False
48,92,1,9,3,7,2,1,17,False
48,93,4,6,2,3,5,4,17,False
48,94,2,6,3,4,5,2,17,False
48,95,1,9,8,0,6,1,17,False
48,96,4,0,7,1,9,4,17,False
48,97,3,6,2,7,0,2,17,False
48,98,1,9,7,3,4,1,17,False
48,99,3,5,0,1,9,5,17,False
49,0,3,5,1,6,2,3,18,False
49,1,8,1,0,9,3,8,18,False
49,2,8,1,9,0,2,8,18,False
49,3,0,8,9,3,1,0,18,False
49,4,6,2,3,4,1,6,18,False
49,5,6,3,5,4,2,6,18,False
49,6,1,9,3,0,5,1,18,False
49,7,6,2,5,0,9,6,18,False
49,8,3,5,4,7,6,3,18,False
49,9,1,9,8,3,6,1,18,False
49,10,0,3,4,5,2,0,18,False
49,11,9,1,7,8,0,9,18,False
49,12,4,5,6,7,3,5,18,False
49,13,7,3,5,2,4,7,18,False
49,14,9,1,7,8,3,9,18,False
49,15,8,1,6,5,0,8,18,False
49,16,5,7,3,6,4,5,18,False
49,17,7,9,4,1,2,7,18,False
49,18,8,9,1,0,6,8,18,False
49,19,6,2,9,8,1,6,18,False
49,20,7,5,0,9,3,7,18,False
49,21,0,2,3,9,6,0,18,False
49,22,4,6,3,2,8,4,18,False
49,23,9,1,3,0,7,9,18,False
49,24,5,3,4,7,9,5,18,False
49,25,2,3,5,0,4,2,18,False
49,26,4,3,5,7,6,4,18,False
49,27,0,6,2,9,7,0,18,False
49,28,9,1,0,8,6,9,18,False
49,29,6,4,2,7,5,6,18,False
49,30,6,5,1,3,4,6,18,False
49,31,5,3,6,4,2,5,18,False
49,32,4,8,2,9,6,4,18,False
49,33,5,6,4,3,2,5,18,False
49,34,9,0,1,8,7,9,18,False
49,35,3,2,1,8,9,2,18,False
49,36,4,7,5,3,6,4,18,False
49,37,1,9,0,8,3,1,18,False
49,38,9,1,8,6,3,9,18,False
49,39,5,4,2,6,3,5,18,False
49,40,4,2,7,0,9,4,18,False
49,41,6,3,5,1,2,6,18,False
49,42,5,3,7,2,1,5,18,False
49,43,6,2,5,3,8,6,18,False
49,44,0,1,7,9,2,0,18,False
49,45,9,1,0,3,7,9,18,False
49,46,3,6,5,4,2,3,18,False
49,47,9,8,1,0,3,9,18,False
49,48,7,5,4,1,3,7,18,False
49,49,6,0,7,4,5,6,18,False
49,50,9,1,0,3,8,9,18,False
49,51,8,4,6,9,7,8,18,False
49,52,2,7,3,0,1,0,18,False
49,53,3,5,6,4,2,3,18,False
49,54,8,0,1,9,4,8,18,False
49,55,8,9,2,0,5,8,18,False
49,56,7,5,3,2,4,7,18,False
49,57,7,3,5,6,9,7,18,False
49,58,5,7,4,2,3,4,18,False
49,59,3,5,6,1,0,6,18,False
49,60,7,5,3,4,1,7,18,False
49,61,5,3,6,7,4,3,18,False
49,62,3,1,9,2,5,3,18,False
49,63,2,6,4,9,7,2,18,False
49,64,1,8,9,0,6,1,18,False
49,65,2,0,1,6,9,2,18,False
49,66,3,7,1,8,9,3,18,False
49,67,7,4,2,5,9,7,18,False
49,68,2,5,3,4,7,2,18,False
49,69,8,0,4,9,1,8,18,False
49,70,8,0,1,7,9,8,18,False
49,71,0,9,1,7,8,0,18,False
49,72,2,6,0,9,4,2,18,False
49,73,9,0,2,7,1,9,18,False
49,74,3,5,1,0,7,3,18,False
49,75,3,5,7,6,4,3,18,False
49,76,8,0,4,7,9,8,18,False
49,77,1,9,0,6,3,1,18,False
49,78,1,9,5,4,8,1,18,False
49,79,7,5,4,2,8,7,18,False
49,80,2,3,6,4,7,2,18,False
49,81,5,7,9,3,2,5,18,False
49,82,2,3,7,5,9,2,18,False
49,83,7,3,4,0,9,7,18,False
49,84,0,1,4,8,9,0,18,False
49,85,3,6,2,5,1,3,18,False
49,86,4,7,5,2,3,4,18,False
49,87,0,2,8,6,4,0,18,False
49,88,0,2,6,9,1,0,18,False
49,89,4,7,5,3,2,4,18,False
49,90,5,4,7,3,8,5,18,False
49,91,1,9,7,8,3,1,18,False
49,92,1,9,3,7,2,1,18,False
49,93,4,6,2,3,5,4,18,False
49,94,2,6,3,4,5,2,18,False
49,95,1,9,8,0,6,1,18,False
49,96,4,0,7,1,9,4,18,False
49,97,3,6,2,7,0,2,18,False
49,98,1,9,7,3,4,1,18,False
49,99,3,5,0,1,9,5,18,False
50,0,3,5,1,6,2,3,19,False
50,1,8,1,0,9,3,8,19,False
50,2,8,1,9,0,2,8,19,False
50,3,0,8,9,3,1,0,19,False
50,4,6,2,3,4,1,6,19,False
50,5,6,3,5,4,2,6,19,False
50,6,1,9,3,0,5,1,19,False
50,7,6,2,5,0,9,6,19,False
50,8,3,5,4,7,6,3,19,False
50,9,1,9,8,3,6,1,19,False
50,10,0,3,4,5,2,0,19,False
50,11,9,1,7,8,0,9,19,False
50,12,4,5,6,7,3,5,19,False
50,13,7,3,5,2,4,7,19,False
50,14,9,1,7,8,3,9,19,False
50,15,8,1,6,0,5,8,19,False
50,16,5,7,3,6,4,5,19,False
50,17,7,9,4,1,2,7,19,False
50,18,8,9,1,0,6,8,19,False
50,19,6,2,9,8,1,6,19,False
50,20,7,5,0,9,3,7,19,False
50,21,0,2,3,9,6,0,19,False
50,22,4,6,3,2,8,4,19,False
50,23,9,1,3,0,7,9,19,False
50,24,5,3,4,7,9,5,19,False
50,25,2,3,5,0,4,2,19,False
50,26,4,3,5,7,6,4,19,False
50,27,0,6,2,9,7,0,19,False
50,28,9,1,0,8,6,9,19,False
50,29,6,4,2,7,5,6,19,False
50,30,6,5,1,3,4,6,19,False
50,31,5,3,6,4,2,5,19,False
50,32,4,8,2,9,6,4,19,False
50,33,5,6,4,3,2,5,19,False
50,34,9,0,1,8,7,9,19,False
50,35,3,2,1,8,9,2,19,False
50,36,4,7,5,3,6,4,19,False
50,37,1,9,0,8,3,1,19,False
50,38,9,1,8,6,3,9,19,False
50,39,5,4,2,6,3,5,19,False
50,40,4,2,7,0,9,4,19,False
50,41,6,3,5,1,2,6,19,False
50,42,5,3,7,2,1,5,19,False
50,43,6,2,5,3,8,6,19,False
50,44,0,1,7,9,2,0,19,False
50,45,9,1,0,3,7,9,19,False
50,46,3,6,5,4,2,3,19,False
50,47,9,8,1,0,3,9,19,False
50,48,7,5,4,1,3,7,19,False
50,49,6,0,7,4,5,6,19,False
50,50,9,1,0,3,8,9,19,False
50,51,8,4,6,9,7,8,19,False
50,52,2,7,3,0,1,0,19,False
50,53,3,5,6,4,2,3,19,False
50,54,8,0,1,9,4,8,19,False
50,55,8,9,2,0,5,8,19,False
50,56,7,5,3,2,4,7,19,False
50,57,7,3,5,6,9,7,19,False
50,58,5,7,4,2,3,4,19,False
50,59,3,5,6,1,0,6,19,False
50,60,7,5,3,4,1,7,19,False
50,61,5,3,6,7,4,3,19,False
50,62,3,1,9,2,5,3,19,False
50,63,2,6,4,9,7,2,19,False
50,64,1,8,9,0,6,1,19,False
50,65,2,0,1,6,9,2,19,False
50,66,3,7,1,8,9,3,19,False
50,67,7,4,2,5,9,7,19,False
50,68,2,5,4,3,7,2,19,False
50,69,8,0,4,9,1,8,19,False
50,70,8,0,1,7,9,8,19,False
50,71,0,9,1,7,8,0,19,False
50,72,2,6,0,9,4,2,19,False
50,73,9,0,2,7,1,9,19,False
50,74,3,5,1,0,7,3,19,False
50,75,3,5,7,6,4,3,19,False
50,76,8,0,4,7,9,8,19,False
50,77,1,9,0,6,3,1,19,False
50,78,1,9,5,4,8,1,19,False
50,79,7,5,4,2,8,7,19,False
50,80,2,3,6,4,7,2,19,False
50,81,5,7,9,3,2,5,19,False
50,82,2,3,7,5,9,2,19,False
50,83,7,3,4,0,9,7,19,False
50,84,0,1,4,8,9,0,19,False
50,85,3,6,2,5,1,3,19,False
50,86,4,7,5,2,3,4,19,False
50,87,0,2,8,6,4,0,19,False
50,88,0,2,6,9,1,0,19,False
50,89,4,7,5,3,2,4,19,False
50,90,5,4,7,3,8,5,19,False
50,91,1,9,7,8,3,1,19,False
50,92,1,9,3,7,2,1,19,False
50,93,4,6,2,3,5,4,19,False
50,94,2,6,3,4,5,2,19,False
50,95,1,9,8,0,6,1,19,False
50,96,4,0,7,1,9,4,19,False
50,97,3,6,2,7,0,2,19,False
50,98,1,9,7,3,4,1,19,False
50,99,3,5,0,1,9,5,19,False
51,0,3,5,1,6,2,3,20,False
51,1,8,1,0,9,3,8,20,False
51,2,8,1,9,0,2,8,20,False
51,3,0,8,9,3,1,0,20,False
51,4,6,2,3,4,1,6,20,False
51,5,6,3,5,4,2,6,20,False
51,6,1,9,3,0,5,1,20,False
51,7,6,2,5,0,9,6,20,False
51,8,3,5,4,7,6,3,20,False
51,9,1,9,8,3,6,1,20,False
51,10,0,3,4,5,2,0,20,False
51,11,9,1,7,8,0,9,20,False
51,12,4,5,6,7,3,5,20,False
51,13,7,3,5,2,4,7,20,False
51,14,9,1,7,8,3,9,20,False
51,15,8,1,6,0,5,8,20,False
51,16,5,7,3,6,4,5,20,False
51,17,7,9,4,1,2,7,20,False
51,18,8,9,1,0,6,8,20,False
51,19,6,2,9,8,1,6,20,False
51,20,7,5,0,9,3,7,20,False
51,21,0,2,3,9,6,0,20,False
51,22,4,6,3,2,8,4,20,False
51,23,9,1,3,0,7,9,20,False
51,24,5,3,4,7,9,5,20,False
51,25,2,3,5,0,4,2,20,False
51,26,4,3,5,7,6,4,20,False
51,27,0,6,2,9,7,0,20,False
51,28,9,1,0,8,6,9,20,False
51,29,6,4,2,7,5,6,20,False
51,30,6,5,1,3,4,6,20,False
51,31,5,3,6,4,2,5,20,False
51,32,4,8,2,9,6,4,20,False
51,33,5,6,4,3,2,5,20,False
51,34,9,0,1,8,7,9,20,False
51,35,3,2,1,8,9,2,20,False
51,36,4,7,5,3,6,4,20,False
51,37,1,9,0,8,3,1,20,False
51,38,9,1,8,6,3,9,20,False
51,39,5,4,2,6,3,5,20,False
51,40,4,2,7,0,9,4,20,False
51,41,6,3,5,1,2,6,20,False
51,42,5,3,7,2,1,5,20,False
51,43,6,2,5,3,8,6,20,False
51,44,0,1,7,9,2,0,20,False
51,45,9,1,0,3,7,9,20,False
51,46,3,6,5,4,2,3,20,False
51,47,9,8,1,0,3,9,20,False
51,48,7,5,4,1,3,7,20,False
51,49,6,7,0,4,5,6,20,False
51,50,9,1,0,3,8,9,20,False
51,51,8,4,6,9,7,8,20,False
51,52,2,7,3,0,1,0,20,False
51,53,3,5,6,4,2,3,20,False
51,54,8,0,1,9,4,8,20,False
51,55,8,9,2,0,5,8,20,False
51,56,7,5,3,2,4,7,20,False
51,57,7,3,5,6,9,7,20,False
51,58,5,7,4,2,3,4,20,False
51,59,3,5,6,1,0,6,20,False
51,60,7,5,3,4,1,7,20,False
51,61,5,3,6,7,4,3,20,False
51,62,3,1,9,2,5,3,20,False
51,63,2,6,4,9,7,2,20,False
51,64,1,8,9,0,6,1,20,False
51,65,2,0,1,6,9,2,20,False
51,66,3,7,1,8,9,3,20,False
51,67,7,4,2,5,9,7,20,False
51,68,2,5,4,3,7,2,20,False
51,69,8,0,4,9,1,8,20,False
51,70,8,0,1,7,9,8,20,False
51,71,0,9,1,7,8,0,20,False
51,72,2,6,0,9,4,2,20,False
51,73,9,0,2,7,1,9,20,False
51,74,3,5,1,0,7,3,20,False
51,75,3,5,7,6,4,3,20,False
51,76,8,0,4,7,9,8,20,False
51,77,1,9,0,6,3,1,20,False
51,78,1,9,5,4,8,1,20,False
51,79,7,5,4,2,8,7,20,False
51,80,2,3,6,4,7,2,20,False
51,81,5,7,9,3,2,5,20,False
51,82,2,3,7,5,9,2,20,False
51,83,7,3,4,0,9,7,20,False
51,84,0,1,4,8,9,0,20,False
51,85,3,6,2,5,1,3,20,False
51,86,4,7,5,2,3,4,20,False
51,87,0,2,8,6,4,0,20,False
51,88,0,2,6,9,1,0,20,False
51,89,4,7,5,3,2,4,20,False
51,90,5,4,7,3,8,5,20,False
51,91,1,9,7,8,3,1,20,False
51,92,1,9,3,7,2,1,20,False
51,93,4,6,2,3,5,4,20,False
51,94,2,6,3,4,5,2,20,False
51,95,1,9,8,0,6,1,20,False
51,96,4,0,7,1,9,4,20,False
51,97,3,6,2,7,0,2,20,False
51,98,1,9,7,3,4,1,20,False
51,99,3,5,0,1,9,5,20,False
52,0,3,5,1,6,2,3,21,False
52,1,8,1,0,9,3,8,21,False
52,2,8,1,9,0,2,8,21,False
52,3,0,8,9,3,1,0,21,False
52,4,6,2,3,4,1,6,21,False
52,5,6,3,5,4,2,6,21,False
52,6,1,9,3,0,5,1,21,False
52,7,6,2,5,0,9,6,21,False
52,8,3,5,4,7,6,3,21,False
52,9,1,9,8,3,6,1,21,False
52,10,0,3,4,5,2,0,21,False
52,11,9,1,7,8,0,9,21,False
52,12,4,5,6,7,3,5,21,False
52,13,7,3,5,2,4,7,21,False
52,14,9,1,7,3,8,9,21,False
52,15,8,1,6,5,0,8,21,False
52,16,5,7,3,6,4,5,21,False
52,17,7,9,4,1,2,7,21,False
52,18,8,9,1,0,6,8,21,False
52,19,6,2,9,8,1,6,21,False
52,20,7,5,0,9,3,7,21,False
52,21,0,2,3,9,6,0,21,False
52,22,4,6,3,2,8,4,21,False
52,23,9,1,3,0,7,9,21,False
52,24,5,3,4,7,9,5,21,False
52,25,2,3,5,0,4,2,21,False
52,26,4,3,5,7,6,4,21,False
52,27,0,6,2,9,7,0,21,False
52,28,9,1,0,8,6,9,21,False
52,29,6,4,2,7,5,6,21,False
52,30,6,5,1,3,4,6,21,False
52,31,5,3,6,4,2,5,21,False
52,32,4,8,2,9,6,4,21,False
52,33,5,6,4,3,2,5,21,False
52,34,9,0,1,8,7,9,21,False
52,35,3,2,1,8,9,2,21,False
52,36,4,7,5,3,6,4,21,False
52,37,1,9,0,8,3,1,21,False
52,38,9,1,8,6,3,9,21,False
52,39,5,4,2,6,3,5,21,False
52,40,4,2,7,0,9,4,21,False
52,41,6,3,5,1,2,6,21,False
52,42,5,3,7,2,1,5,21,False
52,43,6,2,5,3,8,6,21,False
52,44,0,1,7,9,2,0,21,False
52,45,9,1,0,3,7,9,21,False
52,46,3,6,5,4,2,3,21,False
52,47,9,8,1,0,3,9,21,False
52,48,7,5,4,1,3,7,21,False
52,49,6,0,7,4,5,6,21,False
52,50,9,1,0,3,8,9,21,False
52,51,8,4,6,9,7,8,21,False
52,52,2,7,3,0,1,0,21,False
52,53,3,5,6,4,2,3,21,False
52,54,8,0,1,9,4,8,21,False
52,55,8,9,2,0,5,8,21,False
52,56,7,5,3,2,4,7,21,False
52,57,7,3,5,6,9,7,21,False
52,58,5,7,4,2,3,4,21,False
52,59,3,5,6,1,0,6,21,False
52,60,7,5,3,4,1,7,21,False
52,61,5,3,6,7,4,3,21,False
52,62,3,1,9,2,5,3,21,False
52,63,2,6,4,9,7,2,21,False
52,64,1,8,9,0,6,1,21,False
52,65,2,0,1,6,9,2,21,False
52,66,3,7,1,8,9,3,21,False
52,67,7,4,2,5,9,7,21,False
52,68,2,5,3,4,7,2,21,False
52,69,8,0,4,9,1,8,21,False
52,70,8,0,1,7,9,8,21,False
52,71,0,9,1,7,8,0,21,False
52,72,2,6,0,9,4,2,21,False
52,73,9,0,2,7,1,9,21,False
52,74,3,5,1,0,7,3,21,False
52,75,3,5,7,6,4,3,21,False
52,76,8,0,4,7,9,8,21,False
52,77,1,9,0,6,3,1,21,False
52,78,1,9,5,4,8,1,21,False
52,79,7,5,4,2,8,7,21,False
52,80,2,3,6,4,7,2,21,False
52,81,5,7,9,3,2,5,21,False
52,82,2,3,7,5,9,2,21,False
52,83,7,3,4,0,9,7,21,False
52,84,0,1,4,8,9,0,21,False
52,85,3,6,2,5,1,3,21,False
52,86,4,7,5,2,3,4,21,False
52,87,0,2,8,6,4,0,21,False
52,88,0,2,6,9,1,0,21,False
52,89,4,7,5,3,2,4,21,False
52,90,5,4,7,3,8,5,21,False
52,91,1,9,7,8,3,1,21,False
52,92,1,9,3,7,2,1,21,False
52,93,4,6,2,3,5,4,21,False
52,94,2,6,3,4,5,2,21,False
52,95,1,9,8,0,6,1,21,False
52,96,4,0,7,1,9,4,21,False
52,97,3,6,2,7,0,2,21,False
52,98,1,9,7,3,4,1,21,False
52,99,3,5,0,1,9,5,21,False
53,0,3,5,1,6,2,3,22,False
53,1,8,1,0,9,3,8,22,False
53,2,8,1,9,0,2,8,22,False
53,3,0,8,9,3,1,0,22,False
53,4,6,2,3,4,1,6,22,False
53,5,6,3,5,4,2,6,22,False
53,6,1,9,3,0,5,1,22,False
53,7,6,2,5,0,9,6,22,False
53,8,3,5,4,7,6,3,22,False
53,9,1,9,8,3,6,1,22,False
53,10,0,3,4,5,2,0,22,False
53,11,9,1,7,8,0,9,22,False
53,12,4,5,6,7,3,5,22,False
53,13,7,3,5,2,4,7,22,False
53,14,9,1,7,8,3,9,22,False
53,15,8,1,6,0,5,8,22,False
53,16,5,7,3,6,4,5,22,False
53,17,7,9,4,1,2,7,22,False
53,18,8,9,1,0,6,8,22,False
53,19,6,2,9,8,1,6,22,False
53,20,7,5,0,9,3,7,22,False
53,21,0,2,3,9,6,0,22,False
53,22,4,6,3,2,8,4,22,False
53,23,9,1,3,0,7,9,22,False
53,24,5,3,4,7,9,5,22,False
53,25,2,3,5,0,4,2,22,False
53,26,4,3,5,7,6,4,22,False
53,27,0,6,2,9,7,0,22,False
53,28,9,1,0,6,8,9,22,False
53,29,6,4,2,7,5,6,22,False
53,30,6,5,1,3,4,6,22,False
53,31,5,3,6,4,2,5,22,False
53,32,4,8,2,9,6,4,22,False
53,33,5,6,4,3,2,5,22,False
53,34,9,0,1,8,7,9,22,False
53,35,3,2,1,8,9,2,22,False
53,36,4,7,5,3,6,4,22,False
53,37,1,9,0,8,3,1,22,False
53,38,9,1,8,6,3,9,22,False
53,39,5,4,2,6,3,5,22,False
53,40,4,2,7,0,9,4,22,False
53,41,6,3,5,1,2,6,22,False
53,42,5,3,7,2,1,5,22,False
53,43,6,2,5,3,8,6,22,False
53,44,0,1,7,9,2,0,22,False
53,45,9,1,0,3,7,9,22,False
53,46,3,6,5,4,2,3,22,False
53,47,9,8,1,0,3,9,22,False
53,48,7,5,4,1,3,7,22,False
53,49,6,7,0,4,5,6,22,False
53,50,9,1,0,3,6,9,22,False
53,51,8,4,6,9,7,8,22,False
53,52,2,7,3,0,1,0,22,False
53,53,3,5,6,4,2,3,22,False
53,54,8,0,1,9,4,8,22,False
53,55,8,9,2,0,5,8,22,False
53,56,7,5,3,2,4,7,22,False
53,57,7,3,5,6,9,7,22,False
53,58,5,7,4,2,3,4,22,False
53,59,3,5,6,1,0,6,22,False
53,60,7,5,3,4,1,7,22,False
53,61,5,3,6,7,4,3,22,False
53,62,3,1,9,2,5,3,22,False
53,63,2,6,4,9,7,2,22,False
53,64,1,8,9,0,6,1,22,False
53,65,2,0,1,6,9,2,22,False
53,66,3,7,1,8,9,3,22,False
53,67,7,4,2,5,9,7,22,False
53,68,2,5,4,3,7,2,22,False
53,69,8,0,4,9,1,8,22,False
53,70,8,0,1,7,9,8,22,False
53,71,0,9,1,7,8,0,22,False
53,72,2,6,0,9,4,2,22,False
53,73,9,0,2,7,1,9,22,False
53,74,3,5,1,0,7,3,22,False
53,75,3,5,7,6,4,3,22,False
53,76,8,0,4,7,9,8,22,False
53,77,1,9,0,6,3,1,22,False
53,78,1,9,5,4,8,1,22,False
53,79,7,5,4,2,8,7,22,False
53,80,2,3,6,4,7,2,22,False
53,81,5,7,9,3,2,5,22,False
53,82,2,3,7,5,9,2,22,False
53,83,7,3,4,0,9,7,22,False
53,84,0,1,4,8,9,0,22,False
53,85,3,6,2,5,1,3,22,False
53,86,4,7,5,2,3,4,22,False
53,87,0,2,8,6,4,0,22,False
53,88,0,2,6,9,1,0,22,False
53,89,4,7,5,3,2,4,22,False
53,90,5,4,7,3,8,5,22,False
53,91,1,9,7,8,3,1,22,False
53,92,1,9,3,7,2,1,22,False
53,93,4,6,2,3,5,4,22,False
53,94,2,6,3,4,5,2,22,False
53,95,1,9,8,0,6,1,22,False
53,96,4,0,7,1,9,4,22,False
53,97,3,6,2,7,4,2,22,False
53,98,1,9,7,3,4,1,22,False
53,99,3,5,0,1,9,5,22,False
54,0,3,5,1,2,6,3,23,False
54,1,8,1,0,9,3,8,23,False
54,2,8,1,9,0,2,8,23,False
54,3,0,8,9,3,1,0,23,False
54,4,6,2,3,1,4,6,23,False
54,5,6,3,5,4,2,6,23,False
54,6,1,9,3,0,5,1,23,False
54,7,6,2,5,0,9,6,23,False
54,8,3,5,4,7,6,3,23,False
54,9,1,9,8,3,6,1,23,False
54,10,0,3,4,5,2,0,23,False
54,11,9,1,7,8,0,9,23,False
54,12,5,4,6,7,3,5,23,False
54,13,7,3,5,2,4,7,23,False
54,14,9,1,7,8,3,9,23,False
54,15,8,1,6,0,5,8,23,False
54,16,5,7,3,6,4,5,23,False
54,17,7,9,4,1,2,7,23,False
54,18,8,9,1,6,0,8,23,False
54,19,6,2,9,8,1,6,23,False
54,20,7,5,0,9,3,7,23,False
54,21,0,2,3,9,6,0,23,False
54,22,4,6,3,2,8,4,23,False
54,23,9,1,3,0,7,9,23,False
54,24,5,3,4,7,9,5,23,False
54,25,2,3,5,0,4,2,23,False
54,26,4,3,5,7,6,4,23,False
54,27,0,6,2,9,7,0,23,False
54,28,9,1,6,8,0,9,23,False
54,29,6,4,2,7,5,6,23,False
54,30,6,5,1,3,4,6,23,False
54,31,5,3,6,4,2,5,23,False
54,32,4,8,2,9,6,4,23,False
54,33,5,6,4,3,2,5,23,False
54,34,9,0,1,8,7,9,23,False
54,35,3,2,1,8,9,2,23,False
54,36,4,7,5,3,6,4,23,False
54,37,1,9,0,8,3,1,23,False
54,38,9,1,8,6,3,9,23,False
54,39,5,4,2,6,7,5,23,False
54,40,4,2,7,0,8,4,23,False
54,41,6,3,5,1,2,6,23,False
54,42,5,3,7,2,1,5,23,False
54,43,6,2,5,3,8,6,23,False
54,44,0,1,7,9,2,0,23,False
54,45,9,1,0,3,7,9,23,False
54,46,3,6,5,4,2,3,23,False
54,47,9,8,1,0,3,9,23,False
54,48,7,5,4,1,3,7,23,False
54,49,6,7,0,4,5,6,23,False
54,50,9,1,0,3,6,9,23,False
54,51,8,4,6,9,7,8,23,False
54,52,2,7,0,3,1,0,23,False
54,53,3,5,6,4,2,3,23,False
54,54,8,0,1,9,4,8,23,False
54,55,8,9,2,0,1,8,23,False
54,56,7,5,3,2,4,7,23,False
54,57,7,3,5,6,9,7,23,False
54,58,5,7,4,2,3,4,23,False
54,59,3,5,6,1,0,6,23,False
54,60,7,5,3,4,1,7,23,False
54,61,5,3,6,7,4,3,23,False
54,62,3,1,9,2,5,3,23,False
54,63,2,6,4,9,7,2,23,False
54,64,1,8,9,0,6,1,23,False
54,65,2,0,1,6,9,2,23,False
54,66,3,7,1,8,9,3,23,False
54,67,7,4,5,2,9,7,23,False
54,68,2,5,4,3,8,2,23,False
54,69,8,0,4,9,1,8,23,False
54,70,8,0,1,9,7,8,23,False
54,71,0,9,1,7,8,0,23,False
54,72,2,6,0,9,4,2,23,False
54,73,9,0,2,7,1,9,23,False
54,74,3,5,1,0,7,3,23,False
54,75,3,5,7,6,4,3,23,False
54,76,8,0,4,7,9,8,23,False
54,77,1,9,0,6,3,1,23,False
54,78,1,9,5,4,8,1,23,False
54,79,7,5,4,2,8,7,23,False
54,80,2,3,7,6,4,2,23,False
54,81,5,7,9,3,2,5,23,False
54,82,2,7,3,5,9,2,23,False
54,83,7,3,4,0,9,7,23,False
54,84,0,1,4,8,9,0,23,False
54,85,3,6,2,5,1,3,23,False
54,86,4,7,5,2,3,4,23,False
54,87,0,2,8,6,4,0,23,False
54,88,0,2,6,9,1,0,23,False
54,89,4,7,5,3,2,4,23,False
54,90,5,4,7,3,8,5,23,False
54,91,1,9,7,8,3,1,23,False
54,92,1,9,3,7,2,1,23,False
54,93,4,6,2,3,9,4,23,False
54,94,2,6,3,4,5,2,23,False
54,95,1,9,8,0,6,1,23,False
54,96,4,0,7,1,9,4,23,False
54,97,3,6,2,7,8,2,23,False
54,98,1,9,7,3,4,1,23,False
54,99,3,5,0,1,9,5,23,False
55,0,3,5,1,2,6,3,24,False
55,1,8,1,0,9,3,8,24,False
55,2,8,1,9,0,2,8,24,False
55,3,0,8,9,3,2,0,24,False
55,4,6,2,1,3,4,6,24,False
55,5,6,3,5,4,2,6,24,False
55,6,1,9,3,0,5,1,24,False
55,7,6,2,5,0,9,6,24,False
55,8,3,5,4,7,6,3,24,False
55,9,1,9,8,3,2,1,24,False
55,10,0,4,3,5,2,0,24,False
55,11,9,1,7,8,0,9,24,False
55,12,5,4,6,7,3,5,24,False
55,13,7,3,5,2,4,7,24,False
55,14,9,1,7,8,3,9,24,False
55,15,8,1,6,0,5,8,24,False
55,16,5,7,3,6,4,5,24,False
55,17,7,9,4,1,2,7,24,False
55,18,8,9,1,6,0,8,24,False
55,19,6,2,9,8,4,6,24,False
55,20,7,5,0,9,4,7,24,False
55,21,0,2,3,9,6,0,24,False
55,22,4,6,3,2,8,4,24,False
55,23,9,1,3,0,7,9,24,False
55,24,5,3,4,7,9,5,24,False
55,25,2,3,5,0,4,2,24,False
55,26,4,3,5,7,6,4,24,False
55,27,0,6,2,9,7,0,24,False
55,28,9,1,6,8,0,9,24,False
